id;club-id;trikot-number;player-name;country;total-games;goals;assists
577;13;29;Oliver Sorg;D;20;0;0
578;13;25;Marcelo;BRA;19;1;0
579;13;24;Alexander Milosevic;SWE;10;0;0
580;13;15;Andre Hoffmann;D;8;0;0
581;13;20;Felipe;BRA;8;0;0
582;13;31;Waldemar Anton;D;7;1;0
583;13;27;Vladimir Rankovic;D;0;0;0
584;13;33;Yannik Schulze;D;0;0;0
585;13;37;Niklas Teichgräber;D;0;0;0
586;13;5;Salif Sané;F/SEN;29;2;0
587;13;26;Kenan Karaman;D/TUR;23;3;3
588;13;8;Manuel Schmiedebach;D;20;1;1
589;13;28;Hiroshi Kiyotake;JAP;20;4;7
590;13;7;Edgar Prib;D;18;0;3
591;13;11;Felix Klaus;D;16;1;0
592;13;2;Leon Andreasen;DEN;15;2;1
593;13;6;Ceyhun Gülselam;TUR/D;12;0;0
594;13;17;Uffe Bech;DEN;11;1;1
595;13;18;Iver Fossum;NOR;7;0;0
596;13;16;Hotaru Yamaguchi;JAP;6;0;0
597;13;38;Valmir Sulejmani;D;3;0;0
598;13;33;Mike-Steven Bähre;D;1;0;0
599;13;23;Maurice Hirsch;D;0;0;0
600;13;34;Tim Dierßen;D;0;0;0
601;13;36;Sebastian Ernst;D;0;0;0
602;13;9;Artur Sobiech;PL;23;6;0
603;13;14;Allan Saint-Maximin;F;16;1;0
604;13;28;Adam Szalai;HUN;11;0;1
605;13;39;Mevlut Erdinc;TUR;11;0;1
606;13;35;Charlison Benschop;NL;9;1;0
607;13;22;Hugo Almeida;POR;7;1;0
608;13;0;Noah-Joel Sarenren-Bazee;D;4;0;2
609;13;21;Marius Wolf;D;2;0;0
610;19;1;Alexander Schwolow;D;32;0;0
611;19;21;Patric Klandt;D;0;0;0
612;19;29;Konstantin Fuhry;D;0;0;0
613;19;30;Christian Günter;D;29;0;1
614;19;20;Marc-Oliver Kempf;D;28;4;2
615;19;4;Immanuel Höhn;D;26;3;1
616;19;3;Marc Torrejón;E;18;1;3
617;19;24;Mensur Mujdza;BOS;16;0;2
618;19;0;Pascal Stenzel;D;11;0;2
619;19;25;Jonas Föhrenbach;D;8;1;0
620;19;2;Vegar Eggen Hedenstad;NOR;6;0;0
621;19;17;Lukas Kübler;D;0;0;0
622;19;6;Amir Abrashi;CH;31;3;1
623;19;27;Nicolas Höfler;D;31;2;1
624;19;8;Mike Frantz;D;29;6;7
625;19;32;Vincenzo Grifo;D/I;29;14;10
626;19;35;Lucas Hufnagel;D;17;1;1
627;19;23;Julian Schuster;D;8;1;0
628;19;33;Caleb Stanko;USA;5;0;0
629;19;19;Florian Kath;D;4;0;0
630;19;16;Mats Möller Daehli;NOR;2;0;0
631;19;28;Marco Hingerl;D;0;0;0
632;19;18;Nils Petersen;D;30;21;6
633;19;26;Maximilian Philipp;D;29;8;11
634;19;31;Karim Guedé;SVK;25;1;3
635;19;0;Florian Niederlechner;D;12;6;1
636;19;9;Tim Kleindienst;D;7;0;0
637;19;0;Havard Nielsen;NOR;7;0;0
638;19;34;Amir Falahen;D;3;0;0
639;19;0;Fabian Schleusener;D;1;0;0
640;19;0;Joshua Mees;D;0;0;0
641;19;0;Philipp Zulechner;A;0;0;0
642;23;1;Fabio Coltorti;CH;20;0;0
643;23;32;Peter Gulacsi;HUN;13;0;0
644;23;22;Benjamin Bellot;D;0;0;0
645;23;4;Willi Orban;D;30;1;1
646;23;16;Lukas Klostermann;D;28;1;4
647;23;0;Marcel Halstenberg;D;23;2;2
648;23;3;Anthony Jung;D;21;0;0
649;23;33;Marvin Compper;D;21;3;2
650;23;5;Atinc Nukan;TUR;11;1;0
651;23;39;Georg Teigl;A;10;0;0
652;23;8;Tim Sebastian;D;6;0;0
653;23;20;Ken Gipson;D;2;0;0
654;23;21;Dimitri Skopintcev;RUS;0;0;0
655;23;0;Mikko Sumusalo;FIN;0;0;0
656;23;7;Marcel Sabitzer;A;31;8;4
657;23;24;Dominik Kaiser;D;28;7;6
658;23;31;Diego Demme;D/I;26;0;3
659;23;13;Stefan Ilsanker;A;25;1;0
660;23;14;Massimo Bruno;B;22;2;2
661;23;6;Rani Khedira;D;17;0;0
662;23;19;Zsolt Kalmar;HUN;4;0;1
663;23;25;Stefan Hierländer;A;1;0;0
664;23;2;John-Patrick Strauß;D;0;0;0
665;23;9;Yussuf Poulsen;DEN;30;7;5
666;23;10;Emil Forsberg;SWE;30;7;8
667;23;27;Davie Selke;D;28;10;2
668;23;17;Nils Quaschner;D;19;1;1
669;23;0;Idrissa Touré;D;1;0;0
670;23;18;Terrence Boyd;D/USA;0;0;0
671;28;1;Raphael Schäfer;D;13;0;0
672;28;26;Thorsten Kirschbaum;D;12;0;0
673;28;22;Patrick Rakovsky;D;9;0;0
674;28;0;Benjamin Uphoff;D;0;0;0
675;28;2;Miso Brecko;SLO;30;0;3
676;28;4;Dave Bulthuis;NL;26;1;0
677;28;23;Tim Leibold;D;26;4;3
678;28;3;Evan Hovland;NOR;25;2;0
679;28;6;Laszlo Sepsi;ROM;25;0;1
680;28;0;Georg Margreitter;A;24;0;1
681;28;5;Jürgen Mössmer;BRA/D;1;0;0
682;28;18;Hanno Behrens;D;32;6;2
683;28;9;Guido Burgstaller;A;31;13;8
684;28;24;Niclas Füllkrug;D;28;13;4
685;28;7;Danny Blum;D;27;4;8
686;28;14;Kevin Möhwald;D;25;1;10
687;28;28;Allesandro Schöpf;A;19;6;3
688;28;17;Sebastian Kerk;D;16;4;4
689;28;0;Patrick Erras;D;16;5;0
690;28;8;Jan Polak;CZE;15;2;0
691;28;31;Ondrej Petrak;CZE;13;1;0
692;28;19;Rurik Gislason;ISL;9;0;0
693;28;0;Zoltán Stieber;HUN;5;1;0
694;28;16;Niklas Stark;D;4;1;1
695;28;15;Robert Koch;D;1;0;0
696;28;10;Timo Gebhart;D;0;0;0
697;28;21;Willi Evseev;D;0;0;0
698;28;20;Stefan Kutschke;D;5;0;0
699;28;11;Jakub Sylvestr;SVK;3;0;0
700;28;27;Philipp Hercher;D;2;0;0
701;28;36;Cedric Teuchert;D;2;0;1
702;28;0;Mariusz Stepinski;PL;0;0;0
703;24;30;Robin Himmelmann;D;32;0;0
704;24;1;Philipp Heerwagen;D;0;0;0
705;24;33;Svend Brodersen;D;0;0;0
706;24;15;Daniel Buballa;D;32;0;6
707;24;3;Lasse Sobiech;D;30;4;2
708;24;4;Philipp Ziereis;D;28;0;1
709;24;0;Marc Hornschuh;D;25;2;1
710;24;0;Jeremy Dudziak;D;21;1;1
711;24;27;Jan Philipp Kalla;D;14;1;0
712;24;26;Sören Gonther;D;11;0;0
713;24;0;Yannick Deichmann;D;4;0;0
714;24;0;Joel Keller;CH;4;0;0
715;24;23;Marcel Halstenberg;D;3;2;0
716;24;0;Davidson Eden;GHA;2;0;0
717;24;34;Andrej Startsev;D;0;0;0
718;24;0;Davidson Drobo-Ampem;D;0;0;0
719;24;28;Waldemar Sobota;PL;29;3;2
720;24;10;Christopher Buchtmann;D;28;0;3
721;24;11;Marc Rzatkowski;D;28;7;6
722;24;19;Enis Alushi;D;26;1;3
723;24;29;Sebastian Maier;D;25;2;1
724;24;8;Bernd Nehrig;D;20;1;2
725;24;37;Kyoung-Rok Choi;KOR;20;1;0
726;24;13;Ryo Miyaichi;JAP;3;0;0
727;24;25;Dennis Rosin;D;0;0;0
728;24;31;Maurice Litka;D;0;0;0
729;24;36;Okan Kurt;D;0;0;0
730;24;40;Armando Cooper;PAN;0;0;0
731;24;0;Leroy Mickels;D;0;0;0
732;24;18;Lennart Thy;D;28;7;3
733;24;12;John Verhoek;NL;15;2;0
734;24;0;Fabrice-Jean Picault;USA;14;4;2
735;24;14;Ante Budimir;CRO;0;0;0
736;24;24;Nico Empen;D;0;0;0
737;20;1;Andreas Luthe;D;16;0;0
738;20;33;Manuel Riemann;D;16;0;0
739;20;32;Felix Dornebusch;D;0;0;0
740;20;21;Stefano Celozzi;D;32;0;3
741;20;5;Felix Bastians;D;29;1;0
742;20;19;Patrick Fabian;D;29;1;1
743;20;24;Timo Perthel;D;23;1;3
744;20;4;Malcolm Cacutalua;D;9;0;0
745;20;3;Giliano Wijnaldum;NL;7;0;0
746;20;6;Jan Simunek;CZE;6;0;0
747;20;18;Jan Gyamerah;D;0;0;0
748;20;30;David Niepsuj;D;0;0;0
749;20;0;Robin Fechner;D;0;0;0
750;20;2;Tim Hoogland;D;31;4;4
751;20;8;Anthony Losilla;F;31;1;1
752;20;25;Onur Bulut;D/TUR;30;4;5
753;20;0;Thomas Eisfeld;D;23;3;2
754;20;0;Arvydas Novikovas;LIT;15;0;0
755;20;27;Michael Maria;NL;7;0;1
756;20;17;Tobias Weis;D;3;0;0
757;20;20;Piotr Cwielong;PL;3;0;0
758;20;16;Gökhan Gül;D;0;0;0
759;20;29;Julian Stock;D;0;0;0
760;20;39;Henrik Gulden;D;0;0;0
761;20;0;Savino Marotta;I;0;0;0
762;20;22;Simon Terodde;D;31;20;4
763;20;23;Janik Haberer;D;31;3;5
764;20;10;Marco Terrazzino;D;29;4;10
765;20;0;Peniel Mlapa;D;26;5;0
766;20;9;Nando Rafael;ANG/D;8;1;0
767;20;7;Selim Gündüz;D;0;0;0
768;30;1;Daniel Haas;D;19;0;0
769;30;0;Jakob Busk;DEN;13;0;0
770;30;20;Steve Kroll;D;0;0;0
771;30;30;Mohamed Amsif;MAR/D;0;0;0
772;30;5;Benjamin Kessel;D;27;6;2
773;30;29;Michael Parensen;D;27;0;5
774;30;28;Christopher Trimmel;A;26;1;4
775;30;37;Toni Leistner;D;24;1;0
776;30;4;Roberto Puncec;CRO;22;1;0
777;30;0;Emanuel Pogatetz;A;10;0;0
778;30;34;Fabian Schönheim;D;8;1;1
779;30;6;Denis Prychynenko;D;0;0;0
780;30;19;Damir Kreilach;CRO;30;12;4
781;30;27;Eroll Zejnullahu;D;24;1;3
782;30;10;Dennis Daube;D;22;1;5
783;30;8;Stephan Fürstner;D;20;0;0
784;30;18;Kenny Prince Redondo;D;19;0;1
785;30;2;Christopher Quiring;D;15;0;1
786;30;11;Maximilian Thiel;D;15;2;3
787;30;0;Felix Kroos;D;10;2;4
788;30;13;Raffael Korte;D;8;0;0
789;30;14;Adrian Nikci;CH;7;1;0
790;30;7;Benjamin Köhler;D;2;0;0
791;30;31;Leonard Koch;D;0;0;0
792;30;15;Bobby Wood;USA;29;17;3
793;30;9;Sören Brandy;D;28;3;5
794;30;24;Steven Skrzybski;D;20;3;2
795;30;21;Collin Quaner;D;15;1;0
796;30;33;Bajram Nebihi;D;0;0;0
797;34;1;Dirk Orlishausen;D;16;0;0
798;34;24;René Vollath;D;16;0;0
799;34;25;Florian Stritzel;D;0;0;0
800;34;14;Manuel Gulde;D;26;2;0
801;34;5;Dennis Kempe;D;16;0;0
802;34;4;Martin Stoll;D;13;0;0
803;34;6;Jan Mauersberger;D;12;0;0
804;34;7;Sascha Traut;D;10;0;1
805;34;26;Bjarne Thoelke;D;10;0;1
806;34;3;Daniel Gordon;D;7;1;0
807;34;31;Philipp Max;D;1;0;0
808;34;0;Jannik Dehm;D;1;0;0
809;34;35;Matthias Bader;D;0;0;0
810;34;0;David Kinsombi;D;0;0;0
811;34;10;Hiroki Yamada;JAP;29;3;4
812;34;18;Manuel Torres;E;28;5;6
813;34;21;Gaetan Krebs;F;24;0;0
814;34;22;Enrico Valentini;I/D;24;2;4
815;34;15;Boubacar Barry;GUI/D;23;1;1
816;34;23;Jonas Meffert;D;23;1;2
817;34;13;Dominic Peitz;D;21;0;0
818;34;0;Grischa Prömel;D;20;2;1
819;34;20;Ylli Sallahi;A;18;1;0
820;34;16;Marvin Mehlem;D;2;0;0
821;34;0;Tim Fahrenholz;D;2;0;0
822;34;33;Jung-Bin Park;KOR;0;0;0
823;34;34;Tim Grupp;D;0;0;0
824;34;8;Erwin Hoffer;A;26;4;1
825;34;11;Dimitrij Nazarov;D;25;2;1
826;34;0;Dimitrios Diamantakos;GR;22;8;3
827;34;0;Mohamed Gouaida;F;16;0;1
828;34;29;Vadim Manzon;RUS;10;1;0
829;34;27;Pascal Köpke;D;4;0;0
830;34;0;Rouwen Hennings;D;2;0;0
831;26;1;Jan Zimmermann;D;30;0;1
832;26;22;Kevin Müller;D;2;0;0
833;26;19;Sven Ullrich;D;0;0;0
834;26;28;Arne Feick;D;31;3;4
835;26;23;Kevin Kraus;D;30;1;0
836;26;29;Robert Strauß;D;19;0;2
837;26;5;Mathias Wittek;D;16;1;1
838;26;0;Ronny Philp;D;15;0;0
839;26;16;Tim Göhlert;D;11;0;0
840;26;2;Sebastian Heidinger;D;4;0;1
841;26;14;Maurizio Scioscia;I;0;0;0
842;26;33;Timo Beermann;D;0;0;0
843;26;37;Kevin Njie;D;0;0;0
844;26;7;Marc Schnatterer;D;32;6;7
845;26;13;Robert Leipertz;D;32;10;7
846;26;18;Sebastian Griesbeck;D;29;2;1
847;26;30;Norman Theuerkauf;D;27;1;0
848;26;21;Ben Halloran;AUS;22;2;1
849;26;26;Marcel Titsch-Rivero;D;22;0;0
850;26;38;Tim Skarke;D;10;1;1
851;26;31;Dominik Widemann;D;5;0;0
852;26;6;Julius Reinhardt;D;0;0;0
853;26;36;Dave Gnaase;D;0;0;0
854;26;9;Smail Morabit;F;25;4;1
855;26;17;Andreas Voglsammer;D;13;0;2
856;26;0;Bard Finne;NOR;12;2;0
857;26;0;Denis Thomalla;D;11;4;2
858;26;11;Daniel Frahn;D;10;1;0
859;26;39;Adriano Grimaldi;I;10;1;1
860;26;0;Felix Schröter;D;3;0;0
861;33;33;Rafal Gikiewicz;PL;32;0;0
862;33;1;Marcel Engelhardt;D;0;0;0
863;33;16;Jasmin Fejzic;CRO;0;0;0
864;33;19;Ken Reichel;D;29;7;2
865;33;3;Saulo Decarli;CH;28;1;1
866;33;4;Joseph Baffo;SWE;27;0;0
867;33;17;Phil Ofosu-Ayeh;D;20;0;1
868;33;24;Maximilian Sauer;D;15;1;3
869;33;25;Marcel Correia;POR;14;0;0
870;33;0;Deniz Dogan;TUR;1;0;0
871;33;28;Dennis Slamar;D;0;0;0
872;33;36;Mohammed Baghdadi;D;0;0;0
873;33;22;Salim Khelifi;CH;30;8;2
874;33;38;Gerrit Holtmann;D;28;3;3
875;33;8;Adam Matuschyk;PL/D;27;1;3
876;33;10;Mirko Boland;D;27;5;3
877;33;11;Jan Hochscheidt;D;27;3;0
878;33;12;Nik Omladic;SLO;23;1;2
879;33;30;Hendrick Zuck;D;21;0;3
880;33;21;Patrick Schönfeld;D;16;0;2
881;33;31;Marc Pfitzner;D;11;1;0
882;33;27;Niko Kijewski;D;5;0;0
883;33;6;Damir Vrancic;CRO;2;0;0
884;33;18;Orhan Ademi;CH;16;0;2
885;33;9;Emil Berggreen;DEN;13;5;4
886;33;0;Domi Kumbela;COD;11;1;1
887;33;26;Julius Düker;D;8;0;0
888;33;0;Phillip Tietz;D;6;1;0
889;33;23;Mads Hvilsom;DEN;5;0;1
890;33;20;Torsten Oehrl;D;1;0;0
891;22;1;Sebastian Mielitz;D;32;0;0
892;22;30;Mark Flekken;NL;0;0;0
893;22;40;Bastian Lerch;D;0;0;0
894;22;0;Leopold Zingerle;D;0;0;0
895;22;13;Marco Caligiuri;I;31;0;1
896;22;7;Niko Gießelmann;D;30;1;2
897;22;2;Benedikt Röcker;D;26;1;0
898;22;28;Marcel Franke;D;21;0;1
899;22;0;Sebastian Heidinger;D;13;0;2
900;22;10;Stephan Schröck;D;12;0;0
901;22;4;Stefan Thesker;D;9;0;1
902;22;0;Nicolai Rapp;D;5;0;0
903;22;0;Ronny Marcos;D;1;0;0
904;22;3;Zsolt Korcsmar;HUN;0;0;0
905;22;23;Marco Stiepermann;D;29;5;2
906;22;8;Jürgen Gjasula;D;27;5;8
907;22;6;Andreas Hofmann;D;20;0;0
908;22;14;Tom Weilandt;D;17;2;0
909;22;16;Goran Sukalo;SLO;11;3;2
910;22;0;Maurice Hirsch;D;6;0;0
911;22;0;Roberto Rodriguez;CH;4;0;0
912;22;11;Florian Trinks;D;2;0;0
913;22;26;Andreas Lam;D/CHN;1;0;0
914;22;38;Tim Bodenröder;D;0;0;0
915;22;39;Tom Trybull;D;0;0;0
916;22;19;Veton Berisha;NOR;31;6;4
917;22;20;Robert Zulj;A/CRO;30;8;6
918;22;9;Sebastian Freis;D;29;11;1
919;22;22;Johannes Wurtz;D;18;1;1
920;22;17;Zlatko Tripic;NOR;14;0;0
921;22;0;Ante Vukusic;CRO;12;1;2
922;22;18;Domi Kumbela;COD;6;0;2
923;22;25;George Davies;SLE;4;0;0
924;22;37;Stefan Maderer;D;2;0;0
925;21;32;Marius Müller;D;31;0;0
926;21;33;Zlatan Alomerovic;D;1;0;0
927;21;22;Julian Pollersbeck;D;0;0;0
928;21;29;Stipe Vucur;A;28;4;1
929;21;39;Jean Zimmer;D;25;1;6
930;21;31;Chris Löwe;D;23;1;6
931;21;3;Tim Heubach;D;20;1;1
932;21;5;Sascha Mockenhaupt;D;16;1;0
933;21;17;André Fomitschow;D;11;0;0
934;21;7;Michael Schulze;D;10;0;1
935;21;0;Michael Schultz;D;1;0;0
936;21;38;Michael Schindele;D;0;0;0
937;21;11;Ruben Yttergard Jenssen;NOR;29;5;4
938;21;28;Daniel Halfar;D;29;1;5
939;21;37;Markus Karl;D;27;1;2
940;21;4;Patrick Ziegler;D;21;0;0
941;21;19;Marcel Gaus;D;20;2;1
942;21;6;Alexander Ring;FIN;19;1;2
943;21;23;Mateusz Klich;PL;16;3;1
944;21;0;Marcus Piossek;D;9;2;0
945;21;36;Manfred Osei Kwadwo;GHA;5;0;2
946;21;18;Erik Thommy;D;2;0;0
947;21;0;Mario Pokar;D;1;0;0
948;21;0;Tino Schmidt;D;1;0;0
949;21;20;Kacper Przybylko;PL;30;7;1
950;21;0;Antonio-Mirko Colak;D;20;5;2
951;21;0;Maurice Deville;LUX;17;4;1
952;21;9;Lukas Görtler;D;16;0;2
953;21;0;Jón Dadi Bödvarsson;ISL;13;2;1
954;21;0;Robert Pich;SVK;4;0;0
955;21;8;Stefan Mugosa;MON;1;0;0
956;21;14;Sebastian Jacob;D;0;0;0
957;21;16;Erik Wekesser;D;0;0;0
958;25;1;Marco Knaller;A;31;0;0
959;25;28;Phillipp Kühn;D;10;0;1
960;25;33;Rick Wulle;D;1;0;0
961;25;14;Tim Kister;D;30;1;0
962;25;19;Leart Paqarada;D;27;0;4
963;25;24;Philipp Klingmann;D;25;0;0
964;25;17;Florian Hübner;D;24;3;0
965;25;4;Damian Roßbach;D;19;0;0
966;25;5;Daniel Schulz;D;15;0;0
967;25;27;Seyi Olajengbesi;NGA;6;0;0
968;25;2;Nico Hammann;D;3;0;0
969;25;6;Denis Linsmayer;D;31;4;2
970;25;31;Stefan Kulovits;A;30;0;0
971;25;7;Marco Thiede;D;22;0;0
972;25;10;Robert Zillner;D;21;1;4
973;25;13;Jakub Kosecki;PL;17;2;0
974;25;15;Alexander Bieler;D;12;1;0
975;25;0;Thomas Pledl;D;10;0;0
976;25;0;Korbinian Vollmann;D;9;2;1
977;25;23;Kevin Kratz;D;7;0;2
978;25;25;Dominik Stolz;D;7;1;0
979;25;29;Eric Schaaf;D;4;0;1
980;25;11;Moritz Kuhn;D;0;0;0
981;25;16;Erik Zenga;D;0;0;0
982;25;18;Steven Zellner;D;0;0;0
983;25;21;Manuel Stiefler;D;0;0;0
984;25;8;Andrew Wooten;USA/D;30;6;2
985;25;9;Aziz Bouhaddouz;D;26;9;7
986;25;26;Ranisav Jovanovic;SER;22;6;2
987;25;20;José Pierre Vunguidica;ANG;2;0;0
988;29;1;Wolfgang Hesl;D;32;0;0
989;29;33;Nikolai Rehnen;D;0;0;0
990;29;34;Daniel Davari;D;0;0;0
991;29;23;Florian Dick;D;31;2;3
992;29;27;Sebastian Schuppan;D;30;0;0
993;29;13;Julian Börner;D;29;2;0
994;29;11;Stephan Salger;D;24;1;0
995;29;19;Felix Burmeister;D;12;1;0
996;29;14;Manuel Hornig;D;10;0;1
997;29;2;Steffen Lang;D;0;0;0
998;29;29;Samir Benamar;D;0;0;0
999;29;38;Jonas Strifler;D;0;0;0
1000;29;3;Brian Behrendt;D;26;2;1
1001;29;5;David Ulm;F;25;4;1
1002;29;20;Manuel Junglas;D;25;0;1
1003;29;6;Tom Schütz;D;23;1;0
1004;29;7;Michael Görlitz;D;22;3;0
1005;29;16;Dennis Mast;D;9;0;0
1006;29;0;Francisco Rodriguez;CH;9;0;1
1007;29;0;Seung-Woo Ryu;KOR;9;0;1
1008;29;37;Christian Müller;D;8;0;1
1009;29;0;Amin Affane;SWE;8;0;0
1010;29;25;Björn Jopek;D;4;0;0
1011;29;8;Daniel Brinkmann;D;0;0;0
1012;29;24;Peer Kluge;D;0;0;0
1013;29;36;Marco Hober;D;0;0;0
1014;29;9;Fabian Klos;D;30;11;6
1015;29;17;Christoph Hemlein;D;28;1;2
1016;29;18;Christopher Nöthe;D;28;6;5
1017;29;0;Andreas Voglsammer;D;8;0;0
1018;29;28;Koen van der Biezen;NL;7;0;0
1019;35;1;Vitus Eicher;D;18;0;0
1020;35;24;Stefan Ortega;D;14;0;0
1021;35;22;Michael Netolitzky;D;0;0;0
1022;35;26;Christopher Schindler;D;31;1;0
1023;35;25;Gary Kagelmacher;URU/D;30;1;0
1024;35;3;Maximilian Wittek;D;25;0;1
1025;35;30;Milos Degenek;AUS;23;1;1
1026;35;4;Kai Bülow;D;20;3;0
1027;35;0;Jan Mauersberger;D;13;1;0
1028;35;8;Rodnei;BRA;4;0;0
1029;35;17;Jannik Bandowski;D;1;0;0
1030;35;39;Vladimir Kovac;SVK;1;0;0
1031;35;5;Guillermo Vallori;E;0;0;0
1032;35;0;Ohis Felix Uduokhai;D;0;0;0
1033;35;0;Michael Liendl;A;27;4;6
1034;35;11;Daniel Adlung;D;26;1;2
1035;35;7;Daylon Claasen;RSA;21;1;1
1036;35;33;Korbinian Vollmann;D;15;1;2
1037;35;20;Valdet Rama;D;14;0;0
1038;35;0;Sertan Yegenoglu;D;12;0;0
1039;35;0;Levent Aycicek;D;12;1;1
1040;35;0;Romuald Lacazette;F;9;0;0
1041;35;0;Maximilian Beister;D;8;0;0
1042;35;31;Richard Neudecker;D;6;0;0
1043;35;6;Dominik Stahl;D;4;0;0
1044;35;35;Emanuel Taffertshofer;D;2;0;0
1045;35;13;Ilie Sanchez;E;0;0;0
1046;35;0;Goran Sukalo;SLO;0;0;0
1047;35;14;Rubin Okotie;A;30;8;5
1048;35;0;Stefan Mugosa;MON;19;0;0
1049;35;27;Marius Wolf;D;16;3;2
1050;35;0;Sascha Mölders;D;13;4;1
1051;35;0;Stephane Mvibudulu;D;9;0;0
1052;35;34;Fejsal Mulic;SER;7;0;1
1053;35;0;Nico Karger;D;6;0;0
1054;35;16;Stephan Hain;D;5;0;0
1055;35;14;Krisztián Simon;NL;3;0;0
1056;31;1;Michael Rensing;D;32;0;0
1057;31;19;Lars Unnerstall;D;0;0;0
1058;31;38;Tim Wiesner;D;0;0;0
1059;31;4;Julian Schauerte;D;30;0;1
1060;31;3;Karim Haggui;TUN;29;1;0
1061;31;15;Lukas Schmitz;D;25;1;3
1062;31;0;Alexander Madlung;D;17;0;1
1063;31;6;Kevin Akpoguma;D;15;0;0
1064;31;34;Christian Strohdiek;D;15;0;1
1065;31;5;Christopher Avevor;D;7;0;0
1066;31;35;Fabian Holthaus;D;2;0;0
1067;31;11;Axel Bellinghausen;D;26;0;2
1068;31;22;Sercan Sararer;E;24;3;5
1069;31;2;Julian Koch;D;23;0;0
1070;31;0;Kerem Demirbay;TUR;23;7;4
1071;31;7;Oliver Fink;D;18;2;1
1072;31;13;Adam Bodzek;D;14;0;2
1073;31;31;Marcel Sobottka;D;13;0;0
1074;31;10;Michael Liendl;A;3;0;0
1075;31;21;Christian Gartner;A;1;0;0
1076;31;8;Sergio da Silva Pinto;D;0;0;0
1077;31;14;Kaan Akca;D;0;0;0
1078;31;25;Tugrul Erat;TUR;0;0;0
1079;31;0;Justin Kinjo;JAP;0;0;0
1080;31;20;Joel Pohjanpalo;FIN;25;2;0
1081;31;37;Ihlas Bebou;D;23;2;4
1082;31;33;Didier Ya Konan;CIV;20;4;0
1083;31;18;Mathis Bolly;NOR;16;2;0
1084;31;0;Charalampos Mavrias;GR;13;1;1
1085;31;0;Nikola Djurdjic;SER;12;2;0
1086;31;9;Mike van Duinen;NL;11;0;0
1087;31;0;Emmanuel Iyoha;D;5;0;0
1088;31;0;Rüzgar Kemal;TUR;1;0;0
1089;32;1;André Weis;D;32;0;0
1090;32;21;Sören Pirson;D;0;0;0
1091;32;24;Jannis Pellowski;D;0;0;0
1092;32;15;Alexander Huber;D;29;0;0
1093;32;3;Ehsan Haji Safi;IRN;25;2;0
1094;32;24;Shawn Maurice Barry;USA;24;1;3
1095;32;25;Florian Ballas;D;24;1;1
1096;32;27;Lukas Gugganig;A;23;2;0
1097;32;17;Joan Oumari;D;12;0;0
1098;32;14;Alexander Bittroff;D;3;0;0
1099;32;4;Tom Beugelsdijk;NL;0;0;0
1100;32;4;Gabriel Silva;BRA;0;0;0
1101;32;16;Heinrich Schmidtgal;KAZ/D;0;0;0
1102;32;20;Markus Ballmert;D;0;0;0
1103;32;28;Florijon Belegu;ALB/D;0;0;0
1104;32;0;Marc Hornschuh;D;0;0;0
1105;32;6;Fanol Perdedaj;ALB;29;3;2
1106;32;5;Manuel Konrad;D;26;1;0
1107;32;10;Besar Halimi;D;25;4;0
1108;32;26;Denis Epstein;D;20;0;1
1109;32;7;Marc-André Kruska;D;17;0;2
1110;32;8;Mario Engels;D;16;0;0
1111;32;28;Yann;BRA;15;2;0
1112;32;13;Zsolt Kalmar;HUN;12;1;1
1113;32;22;Timm Golley;D;10;1;0
1114;32;11;In-Hyeok Park;KOR;5;0;0
1115;32;14;Niki Zimling;DEN;3;0;1
1116;32;17;Joel Gerezgiher;D;2;0;0
1117;32;30;Denis Mangafic;D;1;0;0
1118;32;23;Nahom Gebru;D;0;0;0
1119;32;31;Leon Hammel;D;0;0;0
1120;32;19;Dani Schahin;D;25;5;5
1121;32;29;Zlatko Dedic;SLO;24;4;1
1122;32;38;Felipe Pires;BRA;18;1;1
1123;32;9;Edmond Kapllani;ALB;17;1;0
1124;32;20;Taiwo Awoniyi;NGA;11;1;0
1125;32;13;Mohamed Amine Aoudia;ALG;0;0;0
1126;36;1;Michael Ratajczak;D;32;0;0
1127;36;22;Maurice Schumacher;D;0;0;0
1128;36;30;Marcel Lenz;D;0;0;0
1129;36;0;Timothy Dieng;CH;0;0;0
1130;36;5;Branimir Bajic;BOS;27;1;0
1131;36;21;Rolf Feltscher;VEN/CH;26;2;4
1132;36;25;Thomas Meißner;D;24;1;0
1133;36;4;Dustin Bomheuer;D;10;0;0
1134;36;27;Dan-Patrick Poggenberg;D;8;0;0
1135;36;0;Lasha Dvali;GEO;1;0;0
1136;36;0;Gianluca Hossmann;CH;1;0;0
1137;36;2;Matthias Kühne;D;0;0;0
1138;36;15;Erik Wille;D;0;0;0
1139;36;0;Nurettin Kayaoglu;TUR/D;0;0;0
1140;36;17;Kevin Wolze;D;31;3;2
1141;36;28;Steffen Bohl;D;28;3;1
1142;36;23;James Holland;AUS;26;0;2
1143;36;14;Tim Albutat;D;22;1;1
1144;36;20;Dennis Grote;D;20;0;0
1145;36;13;Zlatko Janjic;BOS;17;1;4
1146;36;19;Nico Klotz;D;15;1;0
1147;36;6;Martin Dausch;D;12;0;0
1148;36;0;Baris Özbek;D;9;0;1
1149;36;3;Enis Hajri;TUN;4;0;0
1150;36;9;Pierre de Wit;D;1;0;0
1151;36;16;Andreas Wiegel;D;1;0;0
1152;36;26;Ahmet Engin;D;1;0;0
